trait_type,phenocode,pheno_sex,description,BIN_QT,n_cases_EUR,n_controls_EUR,N,Neff,filename,aws_link,estimates.final.h2_observed
biomarkers,30820,both_sexes,Rheumatoid factor,QT,35667,,35667,35667.0,biomarkers-30820-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30820-both_sexes-irnt.tsv.bgz,0.033
biomarkers,30830,both_sexes,SHBG,QT,363650,,363650,363650.0,biomarkers-30830-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz,0.199
biomarkers,30840,both_sexes,Total bilirubin,QT,399286,,399286,399286.0,biomarkers-30840-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30840-both_sexes-irnt.tsv.bgz,0.08
biomarkers,30850,both_sexes,Testosterone,QT,363203,,363203,363203.0,biomarkers-30850-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30850-both_sexes-irnt.tsv.bgz,0.0805
biomarkers,30860,both_sexes,Total protein,QT,366758,,366758,366758.0,biomarkers-30860-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz,0.164
biomarkers,30870,both_sexes,Triglycerides,QT,400639,,400639,400639.0,biomarkers-30870-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz,0.177
biomarkers,30880,both_sexes,Urate,QT,400469,,400469,400469.0,biomarkers-30880-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30880-both_sexes-irnt.tsv.bgz,0.172
biomarkers,30890,both_sexes,Vitamin D,QT,383324,,383324,383324.0,biomarkers-30890-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz,0.0709
continuous,100001,both_sexes,Food weight,QT,58916,,58916,58916.0,continuous-100001-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100001-both_sexes-irnt.tsv.bgz,0.0459
continuous,100002,both_sexes,Energy,QT,58916,,58916,58916.0,continuous-100002-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100002-both_sexes-irnt.tsv.bgz,0.0322
continuous,100003,both_sexes,Protein,QT,58916,,58916,58916.0,continuous-100003-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100003-both_sexes-irnt.tsv.bgz,0.0285
continuous,100004,both_sexes,Fat,QT,58916,,58916,58916.0,continuous-100004-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100004-both_sexes-irnt.tsv.bgz,0.0238
continuous,100005,both_sexes,Carbohydrate,QT,58916,,58916,58916.0,continuous-100005-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100005-both_sexes-irnt.tsv.bgz,0.0388
continuous,100006,both_sexes,Saturated fat,QT,58916,,58916,58916.0,continuous-100006-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100006-both_sexes-irnt.tsv.bgz,0.012
continuous,100007,both_sexes,Polyunsaturated fat,QT,58916,,58916,58916.0,continuous-100007-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100007-both_sexes-irnt.tsv.bgz,0.0159
continuous,100008,both_sexes,Total sugars,QT,58916,,58916,58916.0,continuous-100008-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100008-both_sexes-irnt.tsv.bgz,0.0451
continuous,100009,both_sexes,Englyst dietary fibre,QT,58916,,58916,58916.0,continuous-100009-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100009-both_sexes-irnt.tsv.bgz,0.0327
continuous,100010,both_sexes,Portion size,QT,58890,,58890,58890.0,continuous-100010-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100010-both_sexes.tsv.bgz,0.0468
continuous,100011,both_sexes,Iron,QT,58916,,58916,58916.0,continuous-100011-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100011-both_sexes-irnt.tsv.bgz,0.0336
continuous,100012,both_sexes,Vitamin B6,QT,58916,,58916,58916.0,continuous-100012-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100012-both_sexes-irnt.tsv.bgz,0.0363
continuous,100013,both_sexes,Vitamin B12,QT,58916,,58916,58916.0,continuous-100013-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100013-both_sexes-irnt.tsv.bgz,0.03
continuous,100014,both_sexes,Folate,QT,58916,,58916,58916.0,continuous-100014-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100014-both_sexes-irnt.tsv.bgz,0.0342
continuous,100015,both_sexes,Vitamin C,QT,58916,,58916,58916.0,continuous-100015-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100015-both_sexes-irnt.tsv.bgz,0.0387
continuous,100016,both_sexes,Potassium,QT,58916,,58916,58916.0,continuous-100016-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100016-both_sexes-irnt.tsv.bgz,0.0473
continuous,100017,both_sexes,Magnesium,QT,58916,,58916,58916.0,continuous-100017-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100017-both_sexes-irnt.tsv.bgz,0.0506
continuous,100018,both_sexes,Retinol,QT,57126,,57126,57126.0,continuous-100018-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100018-both_sexes-irnt.tsv.bgz,-0.0219
continuous,100019,both_sexes,Carotene,QT,58916,,58916,58916.0,continuous-100019-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100019-both_sexes-irnt.tsv.bgz,0.0212
continuous,100021,both_sexes,Vitamin D,QT,58916,,58916,58916.0,continuous-100021-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100021-both_sexes-irnt.tsv.bgz,0.011
continuous,100022,both_sexes,Alcohol,QT,58916,,58916,58916.0,continuous-100022-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100022-both_sexes.tsv.bgz,0.0466
continuous,100023,both_sexes,Starch,QT,58916,,58916,58916.0,continuous-100023-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100023-both_sexes-irnt.tsv.bgz,0.0268
continuous,100024,both_sexes,Calcium,QT,58916,,58916,58916.0,continuous-100024-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100024-both_sexes-irnt.tsv.bgz,0.041
continuous,100025,both_sexes,Vitamin E,QT,58916,,58916,58916.0,continuous-100025-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100025-both_sexes-irnt.tsv.bgz,0.0097
continuous,1001,both_sexes,Duration of strenuous sports,QT,42611,,42611,42611.0,continuous-1001-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1001-both_sexes.tsv.bgz,0.0431
continuous,100150,both_sexes,Drinking water intake,QT,58890,,58890,58890.0,continuous-100150-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100150-both_sexes.tsv.bgz,0.0515
continuous,100160,both_sexes,Low calorie drink intake,QT,58890,,58890,58890.0,continuous-100160-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100160-both_sexes.tsv.bgz,0.0134
continuous,100170,both_sexes,Fizzy drink intake,QT,58890,,58890,58890.0,continuous-100170-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100170-both_sexes.tsv.bgz,-0.0172
continuous,100180,both_sexes,Squash intake,QT,58890,,58890,58890.0,continuous-100180-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100180-both_sexes.tsv.bgz,-0.0164
continuous,100190,both_sexes,Orange juice intake,QT,58890,,58890,58890.0,continuous-100190-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100190-both_sexes.tsv.bgz,0.025
continuous,100200,both_sexes,Grapefruit juice intake,QT,58884,,58884,58884.0,continuous-100200-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100200-both_sexes.tsv.bgz,-0.0189
continuous,100210,both_sexes,Pure fruit/vegetable juice intake,QT,58890,,58890,58890.0,continuous-100210-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100210-both_sexes.tsv.bgz,0.0078
continuous,100220,both_sexes,Fruit smoothie intake,QT,58884,,58884,58884.0,continuous-100220-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100220-both_sexes.tsv.bgz,-0.0147
continuous,100230,both_sexes,Dairy smoothie intake,QT,58883,,58883,58883.0,continuous-100230-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100230-both_sexes.tsv.bgz,-0.0016
continuous,100250,both_sexes,Instant coffee intake,QT,58890,,58890,58890.0,continuous-100250-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100250-both_sexes.tsv.bgz,0.027
continuous,100270,both_sexes,Filtered coffee intake,QT,58890,,58890,58890.0,continuous-100270-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100270-both_sexes.tsv.bgz,0.0393
continuous,100290,both_sexes,Cappuccino intake,QT,58884,,58884,58884.0,continuous-100290-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100290-both_sexes.tsv.bgz,0.0045
continuous,100300,both_sexes,Latte intake,QT,58886,,58886,58886.0,continuous-100300-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100300-both_sexes.tsv.bgz,0.0081
continuous,100310,both_sexes,Espresso intake,QT,58890,,58890,58890.0,continuous-100310-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100310-both_sexes.tsv.bgz,-0.0131
continuous,100370,both_sexes,Intake of sugar added to coffee,QT,58890,,58890,58890.0,continuous-100370-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100370-both_sexes.tsv.bgz,0.0575
continuous,100380,both_sexes,Intake of artificial sweetener added to coffee,QT,58890,,58890,58890.0,continuous-100380-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100380-both_sexes.tsv.bgz,0.0145
continuous,100400,both_sexes,Standard tea intake,QT,58890,,58890,58890.0,continuous-100400-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100400-both_sexes.tsv.bgz,0.0395
continuous,100410,both_sexes,Rooibos tea intake,QT,58890,,58890,58890.0,continuous-100410-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100410-both_sexes.tsv.bgz,0.0069
continuous,100420,both_sexes,Green tea intake,QT,58890,,58890,58890.0,continuous-100420-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100420-both_sexes.tsv.bgz,-0.0044
continuous,100430,both_sexes,Herbal tea intake,QT,58890,,58890,58890.0,continuous-100430-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100430-both_sexes.tsv.bgz,0.022
continuous,100440,both_sexes,Other tea intake,QT,58890,,58890,58890.0,continuous-100440-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100440-both_sexes.tsv.bgz,-0.0213
continuous,100490,both_sexes,Intake of sugar added to tea,QT,58890,,58890,58890.0,continuous-100490-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100490-both_sexes.tsv.bgz,0.0649
continuous,100500,both_sexes,Intake of artificial sweetener added to tea,QT,58890,,58890,58890.0,continuous-100500-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100500-both_sexes.tsv.bgz,0.0055
continuous,100520,both_sexes,Milk intake,QT,58884,,58884,58884.0,continuous-100520-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100520-both_sexes.tsv.bgz,0.0168
continuous,100530,both_sexes,Flavoured milk intake,QT,58882,,58882,58882.0,continuous-100530-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100530-both_sexes.tsv.bgz,-0.0224
continuous,100550,both_sexes,Hot chocolate intake,QT,58880,,58880,58880.0,continuous-100550-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100550-both_sexes.tsv.bgz,0.0086
continuous,100560,both_sexes,Other drink intake,QT,58890,,58890,58890.0,continuous-100560-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100560-both_sexes.tsv.bgz,-0.0197
continuous,100590,both_sexes,Red wine intake,QT,58890,,58890,58890.0,continuous-100590-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100590-both_sexes.tsv.bgz,0.0085
continuous,100630,both_sexes,Rose wine intake,QT,58890,,58890,58890.0,continuous-100630-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100630-both_sexes.tsv.bgz,-0.0007
continuous,100670,both_sexes,White wine intake,QT,58890,,58890,58890.0,continuous-100670-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100670-both_sexes.tsv.bgz,0.039
continuous,100710,both_sexes,Beer/cider intake,QT,58890,,58890,58890.0,continuous-100710-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100710-both_sexes.tsv.bgz,0.0088
continuous,100720,both_sexes,Fortified wine intake,QT,58883,,58883,58883.0,continuous-100720-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100720-both_sexes.tsv.bgz,0.001
continuous,100730,both_sexes,Spirits intake,QT,58890,,58890,58890.0,continuous-100730-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100730-both_sexes.tsv.bgz,0.0221
continuous,100770,both_sexes,Porridge intake,QT,58890,,58890,58890.0,continuous-100770-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100770-both_sexes.tsv.bgz,0.0104
continuous,100800,both_sexes,Muesli intake,QT,58890,,58890,58890.0,continuous-100800-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100800-both_sexes.tsv.bgz,0.0383
continuous,100810,both_sexes,Oat crunch intake,QT,58890,,58890,58890.0,continuous-100810-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100810-both_sexes.tsv.bgz,-0.0242
continuous,100820,both_sexes,Sweetened cereal intake,QT,58890,,58890,58890.0,continuous-100820-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100820-both_sexes.tsv.bgz,0.0008
continuous,100830,both_sexes,Plain cereal intake,QT,58890,,58890,58890.0,continuous-100830-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100830-both_sexes.tsv.bgz,0.0072
continuous,100840,both_sexes,Bran cereal intake,QT,58890,,58890,58890.0,continuous-100840-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100840-both_sexes.tsv.bgz,-0.0138
continuous,100850,both_sexes,Whole-wheat cereal intake,QT,58890,,58890,58890.0,continuous-100850-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100850-both_sexes.tsv.bgz,-0.0032
continuous,100860,both_sexes,Other cereal intake,QT,58890,,58890,58890.0,continuous-100860-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100860-both_sexes.tsv.bgz,-0.021
continuous,100900,both_sexes,Intake of sugar added to cereal,QT,58890,,58890,58890.0,continuous-100900-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100900-both_sexes.tsv.bgz,0.013
continuous,100910,both_sexes,Intake of artificial sweetener added to cereal,QT,58890,,58890,58890.0,continuous-100910-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100910-both_sexes.tsv.bgz,0.0036
continuous,100950,both_sexes,Sliced bread intake,QT,58890,,58890,58890.0,continuous-100950-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-100950-both_sexes.tsv.bgz,0.0294
continuous,101020,both_sexes,Baguette intake,QT,58884,,58884,58884.0,continuous-101020-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101020-both_sexes.tsv.bgz,0.0122
continuous,101090,both_sexes,Bap intake,QT,58890,,58890,58890.0,continuous-101090-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101090-both_sexes.tsv.bgz,0.0248
continuous,1011,both_sexes,Frequency of light DIY in last 4 weeks,QT,209736,,209736,209736.0,continuous-1011-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1011-both_sexes.tsv.bgz,0.0241
continuous,101160,both_sexes,Bread roll intake,QT,58882,,58882,58882.0,continuous-101160-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101160-both_sexes.tsv.bgz,0.0158
continuous,101230,both_sexes,Naan bread intake,QT,58885,,58885,58885.0,continuous-101230-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101230-both_sexes.tsv.bgz,-0.0412
continuous,101240,both_sexes,Garlic bread intake,QT,58885,,58885,58885.0,continuous-101240-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101240-both_sexes.tsv.bgz,-0.005
continuous,101250,both_sexes,Crispbread intake,QT,58890,,58890,58890.0,continuous-101250-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101250-both_sexes.tsv.bgz,0.0162
continuous,101260,both_sexes,Oatcakes intake,QT,58890,,58890,58890.0,continuous-101260-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101260-both_sexes.tsv.bgz,-0.0009
continuous,101270,both_sexes,Other bread intake,QT,58890,,58890,58890.0,continuous-101270-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101270-both_sexes.tsv.bgz,-0.0172
continuous,101310,both_sexes,Number of bread slices with butter/margarine,QT,58890,,58890,58890.0,continuous-101310-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101310-both_sexes.tsv.bgz,0.0324
continuous,101350,both_sexes,Number of baguettes with butter/margarine,QT,58883,,58883,58883.0,continuous-101350-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101350-both_sexes.tsv.bgz,0.021
continuous,101430,both_sexes,Number of bread rolls with  butter/margarine,QT,58880,,58880,58880.0,continuous-101430-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101430-both_sexes.tsv.bgz,0.0226
continuous,101470,both_sexes,Number of crackers/crispbreads with butter/margarine,QT,58890,,58890,58890.0,continuous-101470-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101470-both_sexes.tsv.bgz,-0.0164
continuous,101550,both_sexes,Number of other bread types with  butter/margarine,QT,58874,,58874,58874.0,continuous-101550-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101550-both_sexes.tsv.bgz,-0.0125
continuous,101970,both_sexes,Double crust pastry intake,QT,58883,,58883,58883.0,continuous-101970-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101970-both_sexes.tsv.bgz,-0.0034
continuous,101980,both_sexes,Single crust pastry intake,QT,58890,,58890,58890.0,continuous-101980-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101980-both_sexes.tsv.bgz,-0.0274
continuous,101990,both_sexes,Crumble intake,QT,58890,,58890,58890.0,continuous-101990-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-101990-both_sexes.tsv.bgz,0.0216
continuous,102,both_sexes,"Pulse rate, automated reading",QT,396667,,396667,396667.0,continuous-102-both_sexes-irnt.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102-both_sexes-irnt.tsv.bgz,0.155
continuous,102000,both_sexes,Pizza intake,QT,58890,,58890,58890.0,continuous-102000-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102000-both_sexes.tsv.bgz,-0.0039
continuous,102030,both_sexes,Yorkshire pudding intake,QT,58890,,58890,58890.0,continuous-102030-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102030-both_sexes.tsv.bgz,-0.0082
continuous,102050,both_sexes,Croissant intake,QT,58886,,58886,58886.0,continuous-102050-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102050-both_sexes.tsv.bgz,-0.0091
continuous,102060,both_sexes,Danish pastry intake,QT,58885,,58885,58885.0,continuous-102060-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102060-both_sexes.tsv.bgz,-0.0166
continuous,102070,both_sexes,Scone intake,QT,58890,,58890,58890.0,continuous-102070-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102070-both_sexes.tsv.bgz,-0.0126
continuous,102090,both_sexes,Yogurt intake,QT,58890,,58890,58890.0,continuous-102090-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102090-both_sexes.tsv.bgz,0.066
continuous,1021,both_sexes,Duration of light DIY,QT,208589,,208589,208589.0,continuous-1021-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1021-both_sexes.tsv.bgz,0.0347
continuous,102120,both_sexes,Ice-cream intake,QT,58890,,58890,58890.0,continuous-102120-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102120-both_sexes.tsv.bgz,0.0255
continuous,102140,both_sexes,Milk-based pudding intake,QT,58889,,58889,58889.0,continuous-102140-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102140-both_sexes.tsv.bgz,0.0291
continuous,102150,both_sexes,Other milk-based pudding intake,QT,58885,,58885,58885.0,continuous-102150-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102150-both_sexes.tsv.bgz,-0.018
continuous,102180,both_sexes,Fruitcake intake,QT,58890,,58890,58890.0,continuous-102180-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102180-both_sexes.tsv.bgz,0.0153
continuous,102190,both_sexes,Cake intake,QT,58890,,58890,58890.0,continuous-102190-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102190-both_sexes.tsv.bgz,0.0124
continuous,102210,both_sexes,Sponge pudding intake,QT,58884,,58884,58884.0,continuous-102210-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102210-both_sexes.tsv.bgz,-0.0107
continuous,102220,both_sexes,Cheesecake intake,QT,58889,,58889,58889.0,continuous-102220-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102220-both_sexes.tsv.bgz,0.0027
continuous,102230,both_sexes,Other dessert intake,QT,58890,,58890,58890.0,continuous-102230-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102230-both_sexes.tsv.bgz,0.0221
continuous,102260,both_sexes,Chocolate bar intake,QT,58885,,58885,58885.0,continuous-102260-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102260-both_sexes.tsv.bgz,0.0242
continuous,102280,both_sexes,Milk chocolate intake,QT,58887,,58887,58887.0,continuous-102280-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102280-both_sexes.tsv.bgz,0.0434
continuous,102290,both_sexes,Dark chocolate intake,QT,58887,,58887,58887.0,continuous-102290-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102290-both_sexes.tsv.bgz,0.0151
